"DATE - HOUR",Reference_Number_1
"01-05-2023 04:00:00",67660817575
"01-07-2023 06:08:29",67660817578
"01-05-2023 04:00:00",67660817579
"01-05-2023 04:00:00",67660817580
"01-05-2023 07:25:59",67660817582
"01-05-2023 04:00:00",67660817583
"01-05-2023 04:00:00",67660817585
"01-05-2023 09:11:49",67660817586
"01-06-2023 04:37:27",67660817587
"01-05-2023 09:17:52",67660817589
"01-06-2023 07:06:44",67660817590
"01-06-2023 04:00:00",67660817591
"01-05-2023 04:00:00",67660817592
"01-06-2023 04:00:00",67660817593
"01-06-2023 07:01:17",67660817594
"01-05-2023 07:32:16",67660817596
"01-05-2023 05:36:36",67660817599
"01-05-2023 06:36:46",67660817601
"01-06-2023 04:11:09",67660817602
"01-06-2023 07:55:58",67660817604
"01-05-2023 05:20:36",67660817605
"01-05-2023 07:23:31",67660817606
"01-05-2023 04:00:00",67660817607
"01-05-2023 04:00:00",67660817609
"01-05-2023 05:46:07",67660817610
"01-05-2023 05:23:06",67660817611
"01-05-2023 05:43:42",67660817612
"01-05-2023 05:30:52",67660817613
"01-05-2023 04:00:00",67660817614
"01-05-2023 04:00:00",67660817615
"01-05-2023 05:21:22",67660817616
"01-05-2023 04:00:00",67660817618
"01-05-2023 04:00:00",67660817619
"01-06-2023 19:55:55",67660817620
"01-06-2023 04:00:00",67660817621
"01-05-2023 04:00:00",67660817622
"01-05-2023 04:00:00",67660817623
"01-05-2023 04:00:00",67660817624
"01-05-2023 04:00:00",67660817625
"01-05-2023 06:38:48",67660817626
"01-07-2023 06:08:24",67660817627
"01-06-2023 07:37:00",67660817628
"01-05-2023 04:00:00",67660817629
"01-05-2023 04:00:00",67660817630
"01-05-2023 09:16:20",67660817632
"01-05-2023 09:12:15",67660817635
"01-05-2023 11:45:44",67660817636
"01-06-2023 04:00:00",67660817637
"01-05-2023 11:43:14",67660817638
"01-05-2023 05:44:59",67660817639
"01-05-2023 09:13:55",67660817641
"01-05-2023 07:27:59",67660817642
"01-05-2023 05:53:11",67660817643
"01-06-2023 06:54:33",67660817644
"01-06-2023 06:56:02",67660817645
"01-05-2023 11:44:09",67660817646
"01-05-2023 05:21:43",67660817648
"01-05-2023 06:29:36",67660817649
"01-05-2023 06:04:01",67660817650
"01-05-2023 04:00:00",67660817651
"01-05-2023 07:16:33",67660817652
"01-05-2023 05:21:38",67660817653
"01-05-2023 06:36:21",67660817654
"01-05-2023 04:00:00",67660817655
"01-06-2023 10:00:19",67660817656
"01-06-2023 06:53:45",67660817657
"01-06-2023 06:11:53",67660817658
"01-05-2023 05:22:56",67660817659
"01-09-2023 06:51:45",67660817660
"01-05-2023 04:00:00",67660817661
"01-05-2023 11:31:44",67660817663
"01-05-2023 05:27:27",67660817664
"01-05-2023 05:31:03",67660817665
"01-05-2023 07:45:18",67660817666
"01-05-2023 04:00:00",67660817667
"01-05-2023 07:44:53",67660817669
"01-06-2023 07:55:40",67660817670
"01-06-2023 04:00:00",67660817671
"01-05-2023 04:00:00",67660817672
"01-05-2023 04:00:00",67660817673
"01-12-2023 05:23:00",67660817674
"01-06-2023 07:35:44",67660817675
"01-05-2023 07:34:55",67660817676
"01-09-2023 08:21:42",67660817677
"01-05-2023 07:32:44",67660817678
"01-05-2023 04:00:00",67660817680
"01-06-2023 06:57:04",67660817681
"01-05-2023 07:46:58",67660817682
"01-06-2023 07:00:04",67660817683
"01-06-2023 07:01:11",67660817684
"01-06-2023 08:09:37",67660817688
"01-05-2023 04:20:50",67660817689
"01-05-2023 04:00:00",67660817692
"01-06-2023 06:07:41",67660817693
"01-06-2023 04:23:59",67660817694
"01-05-2023 04:00:00",67660817695
"01-09-2023 06:42:36",67660817697
"01-05-2023 07:48:01",67660817698
"01-06-2023 07:50:13",67660817699
"01-09-2023 08:25:41",67660817700
"01-06-2023 04:00:00",67660817701
"01-07-2023 07:12:37",67660817702
"01-06-2023 07:12:07",67660817703
"01-06-2023 07:55:28",67660817704
"01-05-2023 07:41:14",67660817705
"01-05-2023 04:00:00",67660817707
"01-05-2023 07:27:10",67660817708
"01-06-2023 07:27:41",67660817709
"01-06-2023 07:40:36",67660817710
"01-05-2023 04:00:00",67660817711
"01-10-2023 05:53:00",67660817712
"01-05-2023 04:00:00",67660817713
"01-06-2023 05:46:03",67660817714
"01-06-2023 08:47:46",67660817715
"01-07-2023 16:25:06",67660817716
"01-05-2023 05:30:58",67660817717
"01-06-2023 05:32:09",67660817718
"01-05-2023 04:00:00",67660817719
"01-05-2023 04:00:00",67660817720
"01-06-2023 04:00:00",67660817722
"01-06-2023 08:55:12",67660817723
"01-06-2023 05:32:10",67660817724
"01-12-2023 05:17:25",67660817725
"01-06-2023 07:55:12",67660817726
"01-06-2023 04:00:00",67660817727
"01-06-2023 04:00:00",67660817728
"01-06-2023 19:39:59",67660817729
"01-09-2023 05:30:44",67660817730
"01-07-2023 05:40:55",67660817731
"01-06-2023 04:00:00",67660817732
"01-06-2023 06:16:46",67660817733
"01-06-2023 06:33:58",67660817734
"01-05-2023 19:52:07",67660817735
"01-07-2023 07:02:33",67660817736
"01-06-2023 07:40:14",67660817737
"01-06-2023 04:00:00",67660817738
"01-06-2023 08:55:20",67660817739
"01-06-2023 16:34:28",67660817741
"01-06-2023 04:00:00",67660817742
"01-05-2023 19:57:47",67660817743
"01-06-2023 08:14:08",67660817745
"01-07-2023 04:17:11",67660817746
"01-06-2023 04:00:00",67660817747
"01-06-2023 10:53:04",67660817748
"01-06-2023 05:33:21",67660817749
"01-06-2023 04:00:00",67660817750
"01-07-2023 07:02:27",67660817752
"01-06-2023 10:53:21",67660817753
"01-06-2023 06:06:34",67660817754
"01-06-2023 07:34:53",67660817755
"01-06-2023 07:55:45",67660817756
"01-06-2023 04:00:00",67660817758
"01-06-2023 07:08:52",67660817759
"01-07-2023 04:26:31",67660817760
"01-06-2023 11:00:14",67660817761
"01-06-2023 05:45:47",67660817763
"01-06-2023 06:31:53",67660817764
"01-06-2023 04:00:00",67660817765
"01-06-2023 06:10:19",67660817766
"01-06-2023 08:48:09",67660817767
"01-05-2023 19:53:48",67660817769
"01-07-2023 04:23:14",67660817770
"01-09-2023 05:24:22",67660817771
"01-06-2023 08:53:54",67660817772
"01-06-2023 06:18:25",67660817773
"01-07-2023 07:05:30",67660817774
"01-06-2023 07:36:45",67660817775
"01-06-2023 04:00:00",67660817776
"01-13-2023 04:06:45",67660817777
"01-06-2023 08:47:20",67660817778
"01-06-2023 04:00:00",67660817779
"01-06-2023 04:00:00",67660817780
"01-06-2023 04:00:00",67660817781
"01-06-2023 19:40:45",67660817782
"01-06-2023 08:47:52",67660817784
"01-07-2023 07:05:44",67660817785
"01-06-2023 04:00:00",67660817786
"01-06-2023 04:00:00",67660817787
"01-07-2023 07:10:00",67660817789
"01-06-2023 05:16:23",67660817791
"01-06-2023 04:00:00",67660817792
"01-06-2023 04:00:00",67660817793
"01-06-2023 07:26:24",67660817795
"01-06-2023 04:00:00",67660817796
"01-07-2023 06:11:22",67660817797
"01-06-2023 07:08:41",67660817798
"01-06-2023 05:31:48",67660817800
"01-06-2023 07:08:01",67660817802
"01-06-2023 04:00:00",67660817803
"01-06-2023 10:56:46",67660817804
"01-07-2023 07:05:38",67660817805
"01-06-2023 07:03:26",67660817806
"01-06-2023 05:31:37",67660817807
"01-06-2023 04:00:00",67660817808
"01-07-2023 04:26:46",67660817809
"01-06-2023 09:59:56",67660817810
"01-07-2023 16:25:40",67660817811
"01-06-2023 04:00:00",67660817812
"01-06-2023 04:00:00",67660817813
"01-06-2023 04:00:00",67660817814
"01-06-2023 04:00:00",67660817815
"01-06-2023 04:00:00",67660817816
"01-06-2023 08:47:55",67660817817
"01-07-2023 06:11:09",67660817818
"01-06-2023 05:45:25",67660817819
"01-06-2023 19:53:49",67660817820
"01-09-2023 05:30:41",67660817821
"01-07-2023 07:02:21",67660817822
"01-07-2023 07:05:41",67660817823
"01-06-2023 04:00:00",67660817824
"01-06-2023 04:00:00",67660817825
"01-06-2023 06:59:41",67660817826
"01-06-2023 06:06:59",67660817827
"01-06-2023 06:34:30",67660817829
"01-06-2023 19:40:49",67660817830
"01-06-2023 07:48:23",67660817831
"01-06-2023 06:32:00",67660817832
"01-06-2023 18:14:35",67660817833
"01-06-2023 06:07:14",67660817834
"01-06-2023 04:00:00",67660817835
"01-09-2023 05:31:05",67660817836
"01-06-2023 04:00:00",67660817837
"01-06-2023 04:00:00",67660817838
"01-06-2023 19:40:27",67660817839
"01-06-2023 06:17:34",67660817841
"01-06-2023 10:49:57",67660817842
"01-06-2023 07:35:04",67660817843
"01-06-2023 04:00:00",67660817844
"01-12-2023 05:21:42",67660817846
"01-06-2023 08:50:15",67660817847
"01-06-2023 04:00:00",67660817848
"01-06-2023 07:03:58",67660817849
"01-06-2023 08:59:49",67660817850
"01-06-2023 04:00:00",67660817851
"01-07-2023 07:43:13",67660817852
"01-06-2023 07:34:25",67660817853
"01-06-2023 04:00:00",67660817854
"01-06-2023 04:00:00",67660817855
"01-10-2023 05:53:36",67660817856
"01-06-2023 04:00:00",67660817857
"01-06-2023 04:00:00",67660817858
"01-06-2023 04:00:00",67660817859
"01-09-2023 05:46:21",67660817860
"01-06-2023 04:00:00",67660817861
"01-06-2023 07:41:50",67660817862
"01-06-2023 07:49:55",67660817863
"01-06-2023 04:00:00",67660817864
"01-06-2023 07:57:30",67660817865
"01-06-2023 07:56:54",67660817866
"01-06-2023 18:03:06",67660817867
"01-09-2023 05:48:05",67660817868
"01-06-2023 04:00:00",67660817869
"01-06-2023 04:00:00",67660817870
"01-06-2023 06:18:03",67660817871
"01-06-2023 05:51:38",67660817873
"01-09-2023 04:00:00",67660817874
"01-06-2023 19:17:58",67660817875
"01-06-2023 04:00:00",67660817876
"01-06-2023 04:00:00",67660817877
"01-07-2023 07:02:24",67660817878
"01-06-2023 05:46:40",67660817879
"01-06-2023 07:09:30",67660817880
"01-06-2023 10:56:31",67660817881
"01-06-2023 07:08:33",67660817882
"01-06-2023 04:00:00",67660817883
"01-09-2023 05:20:14",67660817884
"01-06-2023 04:00:00",67660817885
"01-06-2023 07:52:00",67660817886
"01-06-2023 04:00:00",67660817887
"01-06-2023 05:45:37",67660817888
"01-06-2023 07:56:59",67660817889
"01-06-2023 04:09:09",67660817890
"01-06-2023 07:34:33",67660817891
"01-06-2023 08:47:27",67660817892
"01-09-2023 04:00:00",67660817893
"01-06-2023 07:53:13",67660817894
"01-06-2023 11:11:07",67660817895
"01-06-2023 04:00:00",67660817896
"01-06-2023 04:00:00",67660817897
"01-07-2023 07:09:46",67660817898
"01-06-2023 07:08:29",67660817899
"01-07-2023 16:24:02",67660817900
"01-07-2023 07:38:38",67660817901
"01-06-2023 04:00:00",67660817902
"01-06-2023 06:06:37",67660817903
"01-06-2023 07:08:58",67660817904
"01-07-2023 06:09:43",67660817906
"01-06-2023 04:00:00",67660817907
"01-06-2023 06:16:56",67660817908
"01-06-2023 07:47:53",67660817909
"01-06-2023 06:56:34",67660817910
"01-06-2023 04:00:00",67660817911
"01-06-2023 05:46:09",67660817912
"01-06-2023 10:53:46",67660817913
"01-06-2023 05:30:29",67660817914
"01-06-2023 06:18:28",67660817915
"01-06-2023 07:10:45",67660817916
"01-06-2023 04:00:00",67660817917
"01-06-2023 04:00:00",67660817918
"01-06-2023 07:31:32",67660817919
"01-06-2023 07:08:44",67660817920
"01-06-2023 04:00:00",67660817921
"01-06-2023 07:55:53",67660817922
"01-06-2023 04:00:00",67660817923
"01-06-2023 10:52:55",67660817924
"01-06-2023 10:49:46",67660817925
"01-06-2023 04:00:00",67660817926
"01-09-2023 05:48:13",67660817928
"01-06-2023 04:00:00",67660817930
"01-06-2023 08:55:25",67660817931
"01-06-2023 06:31:55",67660817933
"01-06-2023 04:00:00",67660817934
"01-06-2023 07:30:32",67660817935
"01-06-2023 04:00:00",67660817936
"01-06-2023 04:00:00",67660817937
"01-06-2023 04:00:00",67660817938
"01-06-2023 07:39:18",67660817939
"01-06-2023 07:42:00",67660817940
"01-09-2023 05:47:03",67660817941
"01-10-2023 05:53:41",67660817942
"01-06-2023 08:47:31",67660817943
"01-06-2023 06:31:50",67660817944
"01-06-2023 04:00:00",67660817945
"01-06-2023 06:34:42",67660817946
"01-06-2023 06:10:57",67660817947
"01-06-2023 04:00:00",67660817948
"01-06-2023 07:01:01",67660817949
"01-06-2023 19:38:04",67660817950
"01-05-2023 19:53:35",67660817951
"01-06-2023 04:00:00",67660817952
"01-06-2023 07:11:31",67660817953
"01-06-2023 07:07:42",67660817954
"01-06-2023 07:07:36",67660817955
"01-06-2023 04:00:00",67660817956
"01-06-2023 07:56:10",67660817957
"01-06-2023 07:06:13",67660817958
"01-06-2023 05:51:36",67660817960
"01-06-2023 11:11:30",67660817962
"01-06-2023 07:53:11",67660817963
"01-06-2023 04:00:00",67660817964
"01-06-2023 04:00:00",67660817965
"01-06-2023 05:46:13",67660817966
"01-07-2023 04:24:57",67660817967
"01-05-2023 19:53:30",67660817968
"01-06-2023 05:17:00",67660817970
"01-06-2023 04:00:00",67660817971
"01-06-2023 04:00:00",67660817972
"01-06-2023 19:17:25",67660817973
"01-06-2023 06:59:39",67660817975
"01-06-2023 07:37:19",67660817976
"01-06-2023 06:33:45",67660817977
"01-06-2023 04:00:00",67660817978
"01-06-2023 05:46:57",67660817979
"01-06-2023 05:32:23",67660817980
"01-07-2023 04:17:15",67660817982
"01-06-2023 07:42:06",67660817983
"01-06-2023 16:32:18",67660817984
"01-06-2023 04:00:00",67660817985
"01-06-2023 07:08:07",67660817986
"01-06-2023 07:09:28",67660817987
"01-06-2023 04:33:39",67660817988
"01-10-2023 06:53:50",67660817989
"01-07-2023 04:32:58",67660817991
"01-06-2023 04:00:00",67660817992
"01-06-2023 07:04:01",67660817994
"01-06-2023 04:00:00",67660817995
"01-06-2023 05:51:58",67660817996
"01-12-2023 05:17:07",67660817997
"01-06-2023 05:32:06",67660817998
"01-06-2023 04:00:00",67660817999
"01-06-2023 04:00:00",67660818000
"01-06-2023 07:08:30",67660818002
"01-06-2023 04:00:00",67660818003
"01-07-2023 07:07:03",67660818004
"01-06-2023 06:17:40",67660818005
"01-10-2023 06:55:43",67660818006
"01-06-2023 07:54:40",67660818007
"01-06-2023 04:00:00",67660818008
"01-06-2023 07:06:25",67660818010
"01-06-2023 05:44:41",67660818011
"01-07-2023 06:10:45",67660818012
"01-06-2023 07:35:33",67660818013
"01-06-2023 04:00:00",67660818015
"01-06-2023 04:00:00",67660818016
"01-06-2023 06:59:34",67660818017
"01-06-2023 06:10:07",67660818020
"01-06-2023 04:00:00",67660818021
"01-06-2023 19:38:56",67660818022
"01-06-2023 05:51:01",67660818023
"01-07-2023 04:26:40",67660818024
"01-09-2023 04:00:00",67660818025
"01-06-2023 19:40:07",67660818027
"01-06-2023 05:17:04",67660818028
"01-06-2023 07:01:51",67660818029
"01-06-2023 06:10:41",67660818030
"01-06-2023 07:35:48",67660818032
"01-06-2023 08:49:42",67660818033
"01-06-2023 04:00:00",67660818034
"01-06-2023 07:01:49",67660818035
"01-06-2023 07:02:32",67660818036
"01-06-2023 04:00:00",67660818037
"01-06-2023 04:00:00",67660818038
"01-06-2023 06:10:15",67660818039
"01-06-2023 04:00:00",67660818040
"01-06-2023 05:17:29",67660818041
"01-06-2023 04:00:00",67660818043
"01-05-2023 19:52:28",67660818044
"01-06-2023 08:48:03",67660818045
"01-09-2023 05:25:17",67660818048
"01-06-2023 04:00:00",67660818049
"01-06-2023 04:00:00",67660818050
"01-06-2023 16:35:52",67660818051
"01-10-2023 05:54:34",67660818052
"01-06-2023 04:00:00",67660818053
"01-06-2023 08:52:30",67660818054
"01-06-2023 08:50:40",67660818055
"01-06-2023 07:08:11",67660818056
"01-06-2023 05:18:24",67660818057
"01-06-2023 08:56:07",67660818059
"01-06-2023 19:40:30",67660818060
"01-06-2023 06:57:11",67660818061
"01-06-2023 04:00:00",67660818065
"01-06-2023 04:00:00",67660818066
"01-06-2023 07:07:58",67660818067
"01-06-2023 04:00:00",67660818068
"01-06-2023 06:57:45",67660818069
"01-06-2023 07:26:49",67660818070
"01-06-2023 07:08:20",67660818071
"01-06-2023 07:07:45",67660818074
"01-06-2023 19:38:32",67660818075
"01-06-2023 18:12:55",67660818077
"01-07-2023 07:09:14",67660818078
"01-06-2023 07:29:22",67660818079
"01-06-2023 05:32:06",67660818080
"01-06-2023 04:00:00",67660818081
"01-06-2023 04:00:00",67660818082
"01-06-2023 19:53:56",67660818083
"01-06-2023 04:00:00",67660818084
"01-06-2023 04:00:00",67660818085
"01-06-2023 07:10:40",67660818086
"01-06-2023 07:44:03",67660818087
"01-06-2023 19:38:51",67660818088
"01-06-2023 18:03:48",67660818090
"01-06-2023 08:52:10",67660818091
"01-06-2023 08:49:49",67660818092
"01-07-2023 07:05:33",67660818093
"01-06-2023 07:08:42",67660818094
"01-06-2023 06:07:06",67660818095
"01-06-2023 04:00:00",67660818096
"01-06-2023 04:00:00",67660818099
"01-07-2023 07:15:39",67660818100
"01-06-2023 04:00:00",67660818101
"01-06-2023 19:53:51",67660818103
"01-06-2023 04:00:00",67660818104
"01-06-2023 18:14:59",67660818105
"01-06-2023 07:25:18",67660818107
"01-06-2023 04:00:00",67660818108
"01-06-2023 07:54:53",67660818109
"01-07-2023 07:37:10",67660818110
"01-06-2023 04:00:00",67660818112
"01-06-2023 07:08:16",67660818113
"01-06-2023 04:00:00",67660818114
"01-07-2023 06:11:13",67660818115
"01-06-2023 07:50:26",67660818116
"01-06-2023 07:50:11",67660818117
"01-06-2023 04:00:00",67660818120
"01-06-2023 04:09:56",67660818121
"01-06-2023 07:38:47",67660818123
"01-06-2023 04:00:00",67660818124
"01-06-2023 07:01:48",67660818125
"01-06-2023 07:26:51",67660818126
"01-06-2023 19:17:15",67660818127
"01-06-2023 07:04:23",67660818128
"01-06-2023 04:00:00",67660818129
"01-06-2023 08:55:55",67660818130
"01-06-2023 05:49:30",67660818132
"01-06-2023 05:50:44",67660818133
"01-07-2023 07:08:42",67660818134
"01-06-2023 06:32:50",67660818135
"01-06-2023 04:00:00",67660818136
"01-06-2023 06:10:17",67660818138
"01-06-2023 04:00:00",67660818139
"01-06-2023 06:32:07",67660818141
"01-06-2023 04:00:00",67660818142
"01-06-2023 07:08:45",67660818143
"01-06-2023 07:01:36",67660818144
"01-06-2023 07:11:40",67660818145
"01-06-2023 07:02:02",67660818148
"01-06-2023 07:27:05",67660818149
"01-07-2023 07:18:35",67660818150
"01-06-2023 07:08:19",67660818151
"01-06-2023 08:52:58",67660818152
"01-06-2023 08:54:37",67660818153
"01-06-2023 04:00:00",67660818155
"01-06-2023 04:00:00",67660818156
"01-06-2023 07:49:33",67660818158
"01-06-2023 07:38:49",67660818160
"01-06-2023 07:48:41",67660818161
"01-06-2023 04:00:00",67660818162
"01-06-2023 07:06:53",67660818163
"01-06-2023 06:59:36",67660818165
"01-06-2023 07:35:19",67660818166
"01-06-2023 04:00:00",67660818168
"01-06-2023 04:00:00",67660818169
"01-06-2023 08:49:57",67660818170
"01-06-2023 07:03:29",67660818171
"01-07-2023 07:14:00",67660818172
"01-06-2023 04:00:00",67660818173
"01-06-2023 19:55:01",67660818175
"01-06-2023 04:00:00",67660818176
"01-17-2023 04:00:00",67660818177
"01-06-2023 07:52:54",67660818180
"01-06-2023 04:00:00",67660818182
"01-06-2023 07:50:01",67660818184
"01-06-2023 07:06:26",67660818185
"01-06-2023 10:53:25",67660818187
"01-09-2023 05:25:23",67660818189
"01-06-2023 04:00:00",67660818190
"01-06-2023 07:39:28",67660818193
"01-06-2023 06:58:42",67660818194
"01-06-2023 06:58:45",67660818195
"01-06-2023 04:00:00",67660818196
"01-06-2023 04:00:00",67660818198
"01-06-2023 07:55:47",67660818199
"01-06-2023 19:37:06",67660818200
"01-06-2023 04:00:00",67660818201
"01-05-2023 19:52:11",67660818202
"01-06-2023 16:34:57",67660818203
"01-06-2023 06:32:27",67660818204
"01-06-2023 07:29:54",67660818205
"01-06-2023 07:07:47",67660818206
"01-06-2023 04:00:00",67660818210
"01-06-2023 07:55:42",67660818211
"01-06-2023 07:03:12",67660818212
"01-06-2023 04:00:00",67660818213
"01-14-2023 07:08:57",67660818214
"01-06-2023 05:51:06",67660818215
"01-06-2023 05:51:44",67660818216
"01-06-2023 04:10:49",67660818218
"01-06-2023 07:08:12",67660818219
"01-06-2023 04:00:00",67660818220
"01-06-2023 18:03:14",67660818221
"01-06-2023 07:49:44",67660818222
"01-06-2023 07:49:58",67660818223
"01-06-2023 04:00:00",67660818224
"01-06-2023 07:48:45",67660818225
"01-06-2023 04:00:00",67660818226
"01-05-2023 19:52:16",67660818227
"01-06-2023 07:05:49",67660818228
"01-06-2023 04:00:00",67660818229
"01-06-2023 04:00:00",67660818231
"01-06-2023 04:00:00",67660818233
"01-06-2023 04:00:00",67660818234
"01-06-2023 04:00:00",67660818235
"01-06-2023 19:17:36",67660818236
"01-06-2023 07:30:58",67660818237
"01-06-2023 04:00:00",67660818238
"01-06-2023 07:06:18",67660818241
"01-09-2023 06:42:12",67660818242
"01-06-2023 19:38:28",67660818243
"01-06-2023 07:08:32",67660818245
"01-06-2023 11:02:46",67660818246
"01-06-2023 06:58:50",67660818247
"01-06-2023 04:00:00",67660818249
"01-06-2023 04:00:00",67660818250
"01-06-2023 04:00:00",67660818251
"01-06-2023 04:00:00",67660818252
"01-06-2023 04:00:00",67660818253
"01-06-2023 04:00:00",67660818254
"01-06-2023 04:00:00",67660818256
"01-07-2023 07:08:37",67660818257
"01-07-2023 04:17:29",67660818258
"01-06-2023 05:52:10",67660818259
"01-06-2023 06:34:40",67660818260
"01-06-2023 07:06:22",67660818261
"01-06-2023 07:26:32",67660818262
"01-07-2023 04:23:09",67660818263
"01-06-2023 04:00:00",67660818264
"01-06-2023 05:31:22",67660818265
"01-10-2023 05:55:25",67660818266
"01-09-2023 04:00:00",67660818267
"01-07-2023 04:26:26",67660818268
"01-06-2023 07:55:28",67660818269
"01-06-2023 04:00:00",67660818270
"01-06-2023 06:17:13",67660818271
"01-06-2023 07:08:26",67660818272
"01-06-2023 04:00:00",67660818273
"01-06-2023 05:51:55",67660818274
"01-06-2023 08:47:49",67660818275
"01-06-2023 19:40:24",67660818277
"01-06-2023 06:34:33",67660818278
"01-06-2023 04:00:00",67660818279
"01-06-2023 05:52:08",67660818280
"01-06-2023 04:00:00",67660818281
"01-06-2023 04:00:00",67660818283
"01-06-2023 19:37:42",67660818287
"01-06-2023 09:00:20",67660818288
"01-06-2023 07:39:48",67660818289
"01-06-2023 04:00:00",67660818291
"01-06-2023 07:02:08",67660818292
"01-06-2023 04:00:00",67660818293
"01-06-2023 05:48:43",67660818295
"01-07-2023 07:42:51",67660818296
"01-06-2023 07:34:27",67660818297
"01-06-2023 19:54:02",67660818299
"01-06-2023 07:06:30",67660818301
"01-06-2023 06:34:19",67660818302
"01-07-2023 04:32:54",67660818303
"01-06-2023 05:48:38",67660818304
"01-06-2023 07:02:06",67660818306
"01-06-2023 04:00:00",67660818307
"01-06-2023 08:54:04",67660818308
"01-06-2023 04:00:00",67660818310
"01-17-2023 06:22:55",67660818311
"01-10-2023 06:38:25",67660818312
"01-06-2023 07:50:05",67660818314
"01-06-2023 07:30:18",67660818315
"01-06-2023 05:48:53",67660818318
"01-06-2023 06:32:05",67660818320
"01-06-2023 04:00:00",67660818321
"01-12-2023 05:21:29",67660818322
"01-06-2023 07:29:15",67660818323
"01-06-2023 04:00:00",67660818324
"01-06-2023 04:00:00",67660818325
"01-06-2023 07:06:26",67660818326
"01-06-2023 07:43:46",67660818327
"01-06-2023 04:00:00",67660818328
"01-07-2023 16:24:51",67660818329
"01-06-2023 04:00:00",67660818331
"01-06-2023 07:29:37",67660818332
"01-06-2023 04:00:00",67660818333
"01-06-2023 04:00:00",67660818334
"01-06-2023 07:29:40",67660818335
"01-06-2023 07:44:27",67660818336
"01-06-2023 07:04:06",67660818338
"01-06-2023 07:35:02",67660818339
"01-06-2023 04:00:00",67660818341
"01-06-2023 04:00:00",67660818342
"01-06-2023 07:49:35",67660818345
"01-06-2023 07:09:02",67660818346
"01-06-2023 19:40:56",67660818348
"01-06-2023 07:30:20",67660818349
"01-06-2023 16:37:40",67660818353
"01-06-2023 04:00:00",67660818356
"01-06-2023 04:00:00",67660818360
"01-06-2023 04:00:00",67660818363
"01-06-2023 07:06:58",67660818364
"01-06-2023 06:17:09",67660818365
"01-06-2023 04:00:00",67660818366
"01-06-2023 04:00:00",67660818368
"01-06-2023 05:53:37",67660818369
"01-06-2023 19:40:04",67660818370
"01-06-2023 18:04:10",67660818372
"01-07-2023 07:09:20",67660818373
"01-06-2023 04:10:12",67660818374
"01-06-2023 07:50:24",67660818375
"01-06-2023 07:00:30",67660818380
"01-05-2023 19:52:47",67660818381
"01-06-2023 18:08:26",67660818383
"01-07-2023 07:09:49",67660818384
"01-06-2023 04:00:00",67660818387
"01-06-2023 09:00:36",67660818388
"01-07-2023 06:07:43",67660818391
"01-06-2023 04:00:00",67660818393
"01-07-2023 04:29:43",67660818394
"01-06-2023 04:00:00",67660818396
"01-06-2023 04:00:00",67660818397
"01-06-2023 07:08:54",67660818399
"01-06-2023 04:00:00",67660818400
"01-06-2023 04:00:00",67660818404
"01-06-2023 07:05:47",67660818408
"01-06-2023 07:02:15",67660818410
"01-06-2023 04:00:00",67660818412
"01-06-2023 07:26:04",67660818413
"01-06-2023 04:00:00",67660818415
"01-14-2023 04:00:00",67660818417
"01-06-2023 08:50:10",67660818418
"01-06-2023 04:10:05",67660818421
"01-06-2023 06:07:22",67660818422
"01-06-2023 04:00:00",67660818423
"01-06-2023 11:03:38",67660818424
"01-05-2023 19:52:02",67660818425
"01-06-2023 07:11:43",67660818426
"01-06-2023 04:00:00",67660818430
"01-06-2023 05:31:39",67660818431
"01-07-2023 07:37:44",67660818432
"01-06-2023 04:10:26",67660818433
"01-06-2023 19:55:31",67660818434
"01-06-2023 06:32:02",67660818435
"01-06-2023 04:00:00",67660818436
"01-06-2023 07:07:54",67660818437
"01-06-2023 04:00:00",67660818438
"01-07-2023 07:43:02",67660818439
"01-06-2023 07:57:07",67660818440
"01-06-2023 05:31:20",67660818441
"01-06-2023 07:11:49",67660818442
"01-06-2023 16:34:45",67660818444
"01-06-2023 07:01:44",67660818445
"01-09-2023 16:27:27",67660818446
"01-06-2023 08:57:50",67660818447
"01-06-2023 05:31:17",67660818448
"01-07-2023 07:16:32",67660818449
"01-06-2023 07:41:31",67660818450
"01-06-2023 06:10:47",67660818451
"01-06-2023 07:50:16",67660818452
"01-06-2023 04:00:00",67660818453
"01-06-2023 04:00:00",67660818454
"01-06-2023 04:00:00",67660818455
"01-06-2023 07:51:58",67660818456
"01-06-2023 04:00:00",67660818457
"01-07-2023 04:23:18",67660818458
"01-06-2023 08:47:41",67660818459
"01-06-2023 06:57:27",67660818460
"01-06-2023 07:55:17",67660818461
"01-06-2023 04:00:00",67660818462
"01-07-2023 06:10:59",67660818463
"01-06-2023 06:11:09",67660818464
"01-07-2023 07:43:23",67660818468
"01-06-2023 08:50:04",67660818469
"01-06-2023 04:00:00",67660818470
"01-06-2023 04:00:00",67660818471
"01-06-2023 05:19:19",67660818472
"01-06-2023 07:30:45",67660818473
"01-06-2023 19:37:56",67660818474
"01-07-2023 07:00:53",67660818475
"01-06-2023 05:30:12",67660818477
"01-06-2023 06:10:24",67660818478
"01-06-2023 08:14:30",67660818479
"01-06-2023 04:00:00",67660818480
"01-07-2023 04:19:46",67660818482
"01-06-2023 06:10:43",67660818483
"01-06-2023 05:33:38",67660818485
"01-06-2023 04:00:00",67660818487
"01-06-2023 06:18:53",67660818488
"01-06-2023 04:00:00",67660818489
